;Postagens;Classification
977;"Ninguem fez mais pelas mulheres do que Lula e Dilma.Ser ativa pela luta da mulher e pensar as suas realidades e transforma-las com politicas efetivas, que levem em conta as necessidades especificas das mulheres. Casa propria, protecao, direitos iguais no trabalho e vagas garantidas para a educacao dos filhos. Estar com Maria Eunice, deputada federal, e estar com Lula presidente. ... Ver mais
";1
982;"Hoje cedinho fomos ali no Calcadao do Centro, e lamentavel ver a cidade como se vivessemos um eterno feriado. Pouca gente comprando e os comerciantes na luta para conseguir fazer uma venda. Os trabalhadores estao passando por muitas dificuldades e sem nenhuma ajuda dos que estao no governo, que, segundo eles, nem aparecem por la.Sinceramente, o que esta faltando e trabalho. Eu e o sempre fomos gestores do trabalho, quem nos acompanha sabe disso e, graca... Ver mais
";1
983;"Essa foi minha fala na abertura do , aqui em . Que orgulho! O (Movimento gay de Minas) foi quem primeiro me acolheu e ensinou que eu poderia ser quem eu era, ser feliz, sonhar e realizar.Eu serei eleito para que as meninas e os meninos da periferia e das cidades do interior vivam sem medo de serem quem sao.Para que esses jovens sonhem e que seus sonhos mudem, mais que suas vidas, mas a historia de suas familias e sejam inspiracao para toda uma ge... Ver mais
";1
989;"Hoje, antes do sol nascer, nos ja estavamos encontrando com trabalhadoras e trabalhadores no patio do Frigonosso para uma conversa muito importante com os funcionarios. Atualmente, quase familias tiram seu sustento neste frigorifico. E eu garanto que esse numero poderia ser ainda maior se houvessem acoes assertivas do governo do Acre para impulsionar a economia e gerar novas vagas de emprego.Foi sobre isso que eu, Marcus Alexandre e Nazareth Araujo conversamos com es... Ver mais
";1
990;"Esta semana estivemos no bairro Santa Terezinha, no Campanario, acompanhando a obra da escadaria que interliga a parte baixa e a parte alta do bairro.Demanda reivindicada pelos moradores do local, esta obra e fruto de um incansavel trabalho e cobranca em conjunto com a populacao.Como vereador, a nossa atuacao e realizada sempre em parceria com o povo. Na ALESP, vamos ampliar essa forma de atendimento e melhorar cada vez mais a nossa cidade!... Ver mais
";1
992;"Faltam dias para voces apertarem tao forte na urna, pra me eleger deputado federal em Minas Gerais, que eu vou sentir de onde eu estiver! O nosso futuro, a gente inventa! Gustavo Mendes deputado federal e !... Ver mais
";1
994;"Vibrante! Nao tem palavra melhor para definir o lancamento da campanha de Renildo, que aconteceu na noite desta quinta, em Olinda. Danilo e Teresa estiveram por la, junto com um mundo de apoiadores, comprometidos em reeleger esse nosso lider que e um deputado indispensavel para o Brasil. Agora e multiplicar voto, ganhar as ruas e garantir a eleicao de Renildo , Danilo , Teresa e Lula . Simbora!: Diego Galba..... Ver mais
";1
1000;"LULA PRESIDENTE! Lula e um estadista, um lider, o maior politico da America Latina, um ser humano incrivel e nao e ele que diz isso, e como e tratado, respeitado e admirado que diz. Vejam no video, foi assim que ele chegou ontem na cerimonia de posse do ministro Alexandre de Moraes no TSE, falando com todos, mesmo com aqueles que em algum momento houve divergencias, ao contrario do miliciano que chegou, nao falou com ninguem e ficou todo o tempo sentado com a cara fecha... Ver mais
";1
1001;"Duvivier resumiu aqui o que penso sobre a entrevista do miliciano ao JN. Esse jornal tentou destruir Lula quando virou panfleto do ex-juizeco Moro. Atacavam todos os dias, nao tiveram nenhum respeito, nem ao menos pelas perdas que Lula sofreu, Dona Marisa, seu neto Arthur, seu irmao Vava. Bolsonaro mentiu como sempre, repetiu as baboseiras que ilude o gado e nao foi confrontado de verdade.... Ver mais
";1
1002;"MENTIROSO COMPULSIVO!""Eu queria que voces botassem no ar..."" O canalha sabe que seu gado nao esta nem ai para suas mentiras e insanidades. Eles sabe que a verdade vai aparecer mas mente sem nenhum pingo de vergonha na cara.... Ver mais
";1
1008;"Uma decisao acertada e a milicia bolsonarista e seus apoiadores estao revoltados e dizendo que vivem numa ditadura. Ora! O que diz a bandeira do Brasil? ORDEM E PROGRESSO! E preciso manter a ordem para que esse pais possa progredir como democracia. Que chore o gado! Parabens ao Ministro Alexandre pela decisao.... Ver mais
";1
1010;"Ola Companheiros Vivo de artesanato, tenho um filho pequeno e preciso muito pagar minhas continhas em atraso Hoje vim mostrar o Lulinha que foi encomendado pra dar muita sorte nessa eleicao O valor do Lulinha e , e mede cerca de cm Da tempo pra encomendar pra chegar antes das eleicoes ... Ver mais
";1
1011;"ESPALHE A VERDADE!Tentaram tirar esse video de circulacao, NAO VAMOS PERMITIR. Lula criou a marcha para Jesus, e e lamentavel como um movimento com uma motivacao tao nobre se tornou o antro de mentirosos, armamentistas, preconceituosos, gananciosos, milicianos e intolerantes. A ultima marcha teve uma arma gigante, onde os participantes tiravam selfies, faziam videos, se exibiam, e em nenhum momento Jesus foi exaltado e os pobres foram lembrados.Lula nao fechou e nao fechara... Ver mais
";1
1014;"Esse pais vai voltar a ser justo. Vai voltar a sorrir. As pessoas vao voltar a ter tres refeicoes por dia, vao voltar a ter emprego, e esse emprego sera melhor remunerado. O salario minimo aumentara acima da inflacao todo ano, a empregada domestica tera direitos trabalhistas, ferias, decimo terceiro e carteira assinada.Hoje era dia da familia se reunir para comer uma feijoada. Quem ja nao ficou dentro da cozinha lavando feijao, tirando sal da carne, a mae preparando e juntav... Ver mais
";1
1023;"Aguardem que vem vindo o segundo round.Lancado em janeiro de , o PAC foi mais uma das experiencias exitosas na gestao Lula, que encarou de frente um historico do pais de tres decadas sem planejamento estrategico em infraestrutura de grande porte. Apos o lancamento do programa, o Brasil retomou investimentos em setores estruturantes como energia, transporte, mobilidade urbana e saneamento. Ate , o PAC tinha executado cerca de R$ , trilhao em obras.... Ver mais
";1
1032;"A grande marca do meu mandato sempre foi a luta por baratear o custo de vida do povo. Conseguimos importantes vitorias nos ultimos anos para as familias de baixa renda. Confere ai... Auxilio gas: desconto de ate % na compra do botijao de gas. Tarifa Social de Energia Eletrica: beneficio concede descontos que variam de % a % na conta de luz das familias mais pobres. Atualmente, , milhoes de familias no Brasil recebem a tarifa.... Ver mais
";1
1034;"O governo Bolsonaro editou nesta quarta-feira (//) o decreto ./, que modifica novamente aliquotas do Imposto sobre Produtos Industrializados (IPI) em todo o pais. A mudanca procurou se adequar a ultima decisao do ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), que em suspendeu os efeitos de decretos presidenciais anteriores sobre esse tema. Ainda assim, cerca de R$ bilhoes do faturamento do polo industriam ficam comprometidos. ... Ver mais
";1
1037;"Construimos nos governos doPT uma politica externa que aproximou os continentes, valorizou a America Latina e a Africa, e ampliou as relacoes comerciais. Nosso pais precisa voltar a ser ativo e altivo para ter uma politica internacional de protagonismo novamente. ... Ver mais
";1
1040;"Deixando claro nosso compromisso com a producao e o agronegocio.Os produtores do Baixa Verde, na BR-, estao enfrentando muitos problemas e chamaram eu e o Marcus para uma conversa importante sobre o que pode ser feito para melhorar a situacao por la. Sao homens e mulheres que estao no campo, dia e noite, trabalhando para colocar comida no prato de todo mundo!... Ver mais
";1
1047;"Temos a certeza que o compromisso do e com o povo. E isso ficou claro durante a entrevista coletiva concedida a imprensa internacional.A mudanca vem para transformar para melhor a vida da nossa gente com e ...... Ver mais
";1
1053;"""So havera paz e justica numa sociedade, quando aceitarmos a riqueza da diferenca.Nas eleicoes desse ano, nao estaremos apenas elegendo candidatos, mas escolhendo um projeto de sociedade que acolha toda a sua diversidade.""O nosso futuro, a gente inventa! Gustavo Mendes deputado federal e .... Ver mais
";1
1055;"Entrevista do Lula show de bola!Na bancada do Jornal Nacional, Lula deu uma licao de como governar o pais sem perder a ternura. Com classe, digno de um estadista, mostrou que colocar o pobre no orcamento do pais; fazer com que as pessoas possam chegar a universidade; investir na geracao de emprego e garantir que as familias brasileiras nao fiquem sujeitas a fome e ao abandono, sao propostas concretas de quem tem compromisso com o povo! Mas ca entre nos, acho que essa ent... Ver mais
";1
1071;"Lula e brilhante. Falem o que for, mas ele e um genio politico. Nao tem pra ninguem. Diante do Bonner e da Renata foi um baile. Que falta faz um estadista que sabe do que esta falando. E o dominio do tempo? As pausas. Impossivel nao admirar uma pessoa sem medo. Essa entrevista foi um show de rock com solos de guitarra do cara.""Meio ambiente e agronegocio nao andam juntos, Renata. O agronegocio DESTROI o meio ambiente"".""Quem se considera insubstituivel se torn... Ver mais
";1
1072;"Deboche e falta de empatia com o sofrimento de familias que choravam seus milhares de mortos, negacao e atraso na compra das vacinas, um desastre politico na Saude... Isso foi Bolsonaro na pandemia de Covid-. E preciso dar um basta nisso!Sou candidato a deputado federal, e meu numero e .
";1
1075;"LULA NA BAHIA!Isso sim um movimento popular. Aqui nao ha gente pedindo armas, gente preconceituosa, intolerante, gente hipocrita, nao ha milicianos, nem apoiadores de milicos, aqui esta o verdadeiro povo brasileiro e e assim em todo o Brasil. As pessoas que estao do lado certo da historia sao as que transbordam amor, esperanca, alegria, afeto, vontade de vencer e uniao.VAMOS JUNTOS PELO BRASIL!... Ver mais
";1
1078;"Tenho a certeza que com o Brasil sera um pais de oportunidades para todos(as), com trabalho, dignidade, justica e renda. O time Lula e o time do trabalho e da dedicacao. E o time que sempre fez e sempre fara mais pelo povo! Assista ao video. confira o que diz o nosso governador e tire suas proprias conclusoes.... Ver mais
";1
1088;"DESgoverno que privilegia os ricos com politica de dolar. Nosso povo nao precisa de jet ski e sim de comida na mesa, gasolina no carro para andar e principalmente, livres, autonomos para a retomada da economia e renda popular! Sem rabo preso com paises estrangeiros e acreditados nas nossas fontes e riquezas! onaroGenocida
";1
1092;"Por volta das h da manha, comecei o dia na estacao de Engenheiro Pedreira em Japeri, do jeito que eu fazia quando morava na Baixada e trabalhava no Centro do Rio. Percebi um numero menor de pessoas e isso quer dizer que muita gente nao esta conseguindo um emprego . Quero ser o senador do Rio para mudar isso. Estou pronto para ajudar a acabar de vez com a fome, recuperar a economia e criar novas oportunidades para os moradores do nosso Estado. ... Ver mais
";1
1094;"CORPO A CORPO NA FEIRA DE MESQUITAFoi lindo caminhar pela feira de Mesquita, com Marcelo Freixo , nosso pre-candidato ao governo do Rio! O povo quer mudar o Rio de Janeiro e ver Lula presidente!Seguimos adiante e cheios de esperanca de um futuro melhor com Lula Presidente! ... Ver mais
";1
1095;"Hoje foi dia de caminhada com no comercio popular do Saara, centro do Rio! A cada dia que passa, nossa campanha a deputado federal vem ganhando mais apoiadores. Estamos nas ruas dialogando com os diferentes e os indiferentes, buscando ""furar a bolha"" e ampliar a conscientizacao sobre o Rio e o Brasil que a gente precisa construir. Seja um multiplicador da nossa campanha, espalhe o pelo Rio! ... Ver mais
";1
1097;"Um desses, hein? Vale a pena demais lembrar desse dia memoravel que o presidente Lula veio a Belo Horizonte e lotou a Praca da Estacao de esperanca num Brasil melhor.Bora com Lula La e nos aqui. E hoje e dia de Lula no Jornal NacionalE Betao, e estadual, e .... Ver mais
";1
1098;"Hoje, quinta-feira, e dia de . Preparem-se, pois sera a entrevista do proximo presidente do Brasil. E nos faremos a transmissao ao vivo em nossas redes sociais. Vem com a gente!.. .... Ver mais
";1
1101;"E isso! Tirar o miliciano vagabundo e questao de humanidade e civilidade. nao e onde o terror e as fakenews levaram muitos a votarem nesse parasita, ele nao engana mais ninguem e o gado que ainda o apoia, nao e enganado, e pq e igual a ele.Que os arrependidos se juntem aos milhoes de brasileiros indignados com esse governo assassino, agora e a hora.... Ver mais
";1
1104;"Quem e ?A candidata a reeleicao para representar o Parana na camara dos deputados. Que tem uma bagagem imensa de experiencia e conhecimento incomparavel, ela ja provou no Senado e na camara que nao arreda o pe quando o assunto e os direitos de uma vida digna ao povo brasileiro. E juntamente ao Presidente Lula, temos a certeza que a vitoria de Lula na presidencia e a eleicao de Gleisi na camara, ja podemos ter a certeza que o Parana e o Brasil vai voltar a ser... Ver mais
";1
1106;"SALLUM | Eu quero Haddad aqui, Lula e o Mandato Compartilhado la! Primeiros registros do proximo Governador de SP Fernando Haddad na Capital da Musica! Gravamos videos na frente do Conservatorio de Tatui e do Complexo Sao Martinho falando dos nossos compromissos com Tatui quando eleitos. Continue nos acompanhando para conferir!... Ver mais
";1
1107;"Linda a festa com Lula hoje no Anhangabau, Sao Paulo. A esperanca estava estampada na cara da nossa gente! Vamos seguir conversando com o povo! Agora e Lula em Brasilia, Haddad aqui em Sao Paulo e Zarattini no Congresso ! ... Ver mais
";1
1109;"O Jornal Nacional atingiu , pontos de media na audiencia com a entrevista do ex-presidente Luiz Inacio Lula da Silva (PT) nesta quinta-feira (), de acordo com o Instituto Kantar Ibope Media. Os numeros sao referentes a Grande Sao Paulo e cada ponto de audiencia equivale a . telespectadores.Por outro lado, a sabatina do Jornal Nacional com o presidente Jair Bolsonaro (PL), candidato a reeleicao, na noite de segunda-feira (), marcou pontos de media durante o h... Ver mais
";1
1111;"TENHO MUITO ORGULHO DE VOTAR NESSE CARA!Lula herdou o Brasil na a. economia mundial, elevou para a posicao. Bozo herdou na a e ja estamos na a. Em quando Lula assumiu, deviamos uma babilonia ao FMI, Lula pagou a divida e emprestou BILHOES de dolares ao FMI, passamos pela a vez na historia a ser credores do FMI.Eu ficaria aqui o dia inteiro relatando o que Lula fez pelo Brasil e pelo povo Brasileiro, principalmente pelos mais necessitados, gracas a Deus eu vi... Ver mais
";1
1114;"Juntos, somos ainda mais fortes! Na Baixada da Sobral, todo mundo conhece o nosso trabalho. Foram anos de uma presenca forte do nosso governo e das nossas prefeituras naquela regiao. Investindo em saneamento basico, asfalto, educacao, creches para as criancas, porque a gente sabe o que as pessoas precisam. E nos trabalhamos assim: cuidando do povo do Acre. QUEM AMA CUIDA VOTE ... Ver mais
";1
1120;"Eu, Marcus Alexandre e Nazare Araujo estamos aqui para mostrar que e possivel reerguer esse lugar que faz parte da nossa historia e pelo qual temos muito carinho. As pessoas aqui sabem que a gente trabalha mesmo! FEDERACAO BRASIL DA ESPERANCA ACRE - PT | PC DO B | PV
";1
1124;"Ontem vimos mais uma vez a Tchuthuca do centrao se esquivando e mentindo em rede nacional.Bolsonaro mente, Bolsonaro e covarde, Bolsonaro faz mal ao pais e seu povo.Dia de outubro vamos varrer essa corja do poder. O povo quer voltar a ser feliz. ... Ver mais
";1
1126;"Fazer a diferenca para construir uma vida mais justa e de direitos plenos para as pessoas e o que me move. Assista ao video e conheca um pouco da minha historia. Deixa teu comentario Eleitoral ELEICAO SOFIA CAVEDON NUNES DEPUTADO ESTADUAL - CNPJ ../-
";1
1132;"Missa das h , no dia //, em Aparecida.Eu estava la.Esse padre falou tudo.Se os evangelicos podem falar de politica nos seus cultos, por que os padres nao podem em suas missas????... Ver mais
";1
1134;"Um presidente parasita, mentiroso, canalha governando um pais, mas o povo sabe bem o que um presidente de verdade faz e a resposta ja esta sendo dada, em outubro o Brasil vai extirpar o miliciano do poder. Veja o video ate o fim! ... Ver mais
";1
1141;"Minas Gerais precisa ter a voz dos trabalhadores no congresso nacional, um Representante realmente comprometido com as lutas do povo trabalhador, que defenda o seu direito a ter ferias, o salario, seguro-desemprego, aposentadoria, uma jornada de trabalho que te permita ter tempo tambem para seu lazer, sua familia, sua religiao e descanso.Por isso dia de outubro vote Teovaldo Jose !... Ver mais
";1
1152;"A turma do Parque Indepedencia, em Juiz de Fora, ta de parabens! Ontem fizemos uma reuniao com moradores e moradoras tanto do bairro como do entorno. Estavam presentes tambem representantes de conselhos locais do bairro, liderancas comunitarias, associados e associadas da Aprofeira e participantes do movimento de Economia Popular Solidaria. Uma turma bastante politizada que discutiu a situacao em que vivemos e quais os caminhos para transformar o cenario de desmonte e preca... Ver mais
";1
1156;"Estamos nas ruas! Estou conversando com todos e todas. Quero saber o que voce pensa e deseja para nossa Minas Gerais e nosso Brasil. Vamos juntos reconstruir o nosso pais. Sou candidato a deputado federal. Meu numero e ! ... Ver mais
";1
1161;"""Como democrata e preciso respeitar a autodeterminacao dos povos"", Lula em entrevista ao Jornal Nacional (JN) na noite desta quinta-feira, /.A tranquilidade no semblante de quem vai ser o proximo presidente do Brasil. Nao podemos sair das ruas ate o dia de outubro.Vamos juntos/as? ... Ver mais
";1
1166;"No dia do e da artista fazemos nossa homenagem e reafirmamos nosso compromisso com a luta por mais fomento e respeito para o setor cultural. Como deputada estadual garantimos a lei que autorizou o governo do Estado a instituir o auxilio emergencial para a cultura durante o periodo de duracao da pandemia decorrente do Covid-.Construido coletivamente e contando com o apoio de mais de entidades e figuras culturais, a proposta foi aprovada na Assembleia Legislativ... Ver mais
";1
1167;"A gente quer um presidente que seja companheiro e amigo de seu povo e que goste das pessoas de verdade.E assim, com esse amor, que governou antes e e assim que ele ira governar, novamente. Vamos juntos pelo Brasil.... Ver mais
";1
1171;"Ontem, Bolsonaro (assim como Trump fez nos EUA, ao anunciar que nao aceitaria ser derrotado nas eleicoes) declarou que se a legislacao eleitoral em vigor se mantiver, ele, em conjunto as Forcas Armadas, acabara com as eleicoes. Nao houve resposta a esse atentado a democracia do atual presidente do Brasil, que permanece livre enquanto ataca e ameaca a liberdade do povo brasileiro. Resta a nos lutarmos pela nossa voz, pelo nosso espaco, pelos nossos direitos. Nao vamos deixar q... Ver mais
";1
1173;"Mais um dia comecando do jeito que eu gosto: andando pelas ruas, conversando com as pessoas e ouvindo as historias de um tempo que o Acre era muito feliz. QUEM AMA CUIDA E quem ama o Acre, vota ! ... Ver mais
";1
1174;"Nao vamos aceitar provocacao e nao vamos aceitar fake news. Nos vamos ocupar as ruas como nos sabemos e sempre fizemos, com muito amor e verdade.Essa e a eleicao da esperanca! Vamos juntos pelo Brasil com Lula!
";1
1175;"O momento em que no discurso da posse no TSE, o ministro Alexandre de Moraes trucidou Bolsonaro, deu um claro recado ao miliciano que vive ameacando a democracia e o sistema eleitoral, foi aplaudido de pe e o miliciano alem de nao aplaudir, ficou isolado, constrangido, humilhado com cara de trouxa.... Ver mais
";1
1182;"As pessoas se perguntam de onde eu tirei a coragem para me lancar na politica.A resposta e simples.Conto com sua coragem e seu voto! Vote Gustavo Mendes deputado federal por Minas Gerais. ... Ver mais
";1
1183;"""E quis Deus, que no primeiro ano do meu governo, na ultima lei que eu sanciono no ano de , e exatamente pra dizer, que aqueles que me difamaram, vao ter que pedir desculpa, nao a mim, mas a deus e a sua propria consciencia"". A pratica e o criterio da verdade e a verdade e uma so: assinou em a Lei da Liberdade Religiosa no Brasil e ninguem pode apagar isso! ... Ver mais
";1
1187;"AMIGOS...PQ TANTA RAIVA, TANTO ODIO E TANTO DESPREZO PELO MEU PATRAOZINHO?RESPONDAM-ME... O QUE DE MAU ESTE GRANDE HOMEM FEZ A VOCE? TENHAM MAIS RESPEITO E EMPATIA POR FAVOR, LEWIS HAMILTON PARECE FORTE MAS E TAO FRAGIL... MUITOS AQUI ESTAO DESEJANDO SUA MORTE NO DOMINGO! SABER DISSO E DESESPERADOR, MEU CORACAO DOI... E SANGRA, TODO DIA!... Ver mais
";1
1195;"FIQUEI EM CASA CUIDANDO DAS CRIANCAS Odeio fake news, seja ela de esquerda ou de direita. E a que mais me causa ojeriza sobre as fakes news em cima de Ciro Gomes e de que ele e machista. De que e coronel. Esse video do Roda Viva da decada de , onde nem se discutia sobre questoes ligadas ao genero, feminismo e o machismo imperava Ciro foi questionado sobre sua esposa na epoca. ... Ver mais
";1
1197;"Lula apagado neste debate e sendo como sempre: uma serpente encantadora e Bolsonaro claramente NAO tem mais a mesma energia de anos atras.. Esta cansado, dopado e o que lhe resta sao suas Fake News e o mesmo discurso de agressao!CONTINUA NAO TENDO UM PLANO PRO BRASIL CRESCER E NAO TEM HABILIDADE PARA TIRAR VOTOS DO LULA!!... Ver mais
";1
1198;"Ciro e o unico candidato que esta mobilizando os brasileiros para interromper a tremenda negociata que Bolsonaro e Guedes estao fazendo por debaixo do pano para privatizar a Petrobras, utilizando para isso uma extorsiva politica de precos dos combustiveis. Com isso, antipatizam a nossa maior empresa junto a populacao e a fazem cada mais atraente aos tubaroes viciados em lucros exorbitantes. Considerando que a Petrobras e uma empresa mega estrategica para o pais, tanto do pont... Ver mais
";1
1199;"Agradeco a cada brasileiro que tem dedicado seu tempo e sua atencao as propostas do Projeto Nacional de Desenvolvimento.Finalizamos o primeiro debate presidencial com o melhor desempenho porque temos um projeto concreto e a forca de vontade do povo brasileiro que esta abracando essa nossa caminhada.Vem com a gente mudar o Brasil, gente boa!
";1
1208;"Apos o debate de ontem os bolsonaristas comecaram a compartilhar novamente a fake News de que o Ciro Gomes havia btido em sua ex esposa, a atriz Patricia Pillar.A Patricia ja havia desmentido a fake News como hoje voltou a falar sobre o assunto em seu Twitter.Espelhem pras pessoas verem que isso nao passa de uma mentira.... Ver mais
";1
1211;"So acho que nao teremos o ilustrissimo senhor Presidente, nos proximos debates.... ta okyCiro Gomes deu um show, o unico que tem realmente um plano de gestao, organizado, com numero reais.. Lula tem o discurso de um passado fantasioso, vexatorio que tenta enganar o povo.Esse candidato do Partido Novo Luiz Felipe D'avila .. e bem inteligente, porem desconhece o processo administrativo da maquina publica.... Ver mais
";1
1215;"Galera, nao sou fa do Presidente Bolsonaro e tambem nao sou fa do ex Presidente Lula.Contudo, jamais darei meu voto ao Lula e nao entendo quem ainda acredita neste corrupto.Entendam: o Lula E corrupto e foi privado na Justica. Ele esta solto, e concorrendo as eleicoes, por questao processual, nao por duvidas em seu comportamento (culpa do Sergio Moro!).Tambem nao votarei no Presidente Bolsonaro, por questoes de falta de empatia com algumas ideias dele. Contudo, nao acho q... Ver mais
";1
1227;"Em estavamos na casa do Capitao Bolsonaro, participamos ativamente desse momento que ficou para historia do nosso Brasil!Em venceremos novamente, estamos contigo meu presidente!Ten Cel Zucco Mourao ... Ver mais
";1
1235;"Atacar o agronegocio e tirar a comida da mesa de milhoes de brasileiros. E tirar o emprego de mais de milhoes de pessoas. E gerar inflacao e fome.E a estrategia da esquerda, que para voltar ao poder nao se importa em destruir o Brasil.No governo do presidente Bolsonaro, o direito a defesa da vida e da propriedade e respeitado! ... Ver mais
";1
1237;"A equipe da Casa Bolsonaro recebeu hoje o que e filho do Presidente junto com Queremos agradecer a toda a nossa equipe, todos os patriotas que estiveram presentes e a todo carinho que recebemos. Vamos juntos! Sempre confiando em Deus e sem perder a Esperanca no Brasil. ... Ver mais
";1
1239;"O agro matou a fome de muita gente e fez muito mais que a gestao petista que se esbaldava em detrimento da industria da seca e da farta pobreza.Gracas as politicas publicas nos temos um agro forte e altamente produtivo em nosso pais!
";1
1246;"Acho que e por isso que o casamento nao deu certo Lula insiste em defender esses vagabundos que invadem e destroem o trabalho do homem no campo! o agronegocio Brasileiro e um dos pilares na alimentacao mundial, nas maos do governo Lula, ele corre perigo. ... Ver mais
";1
1249;"O Brasil esta entre as nacoes mais ricas do mundo! A grande midia tenta esconder, mas o Brasil esta tao grande que e impossivel nao enxergar! A realidade destroi toda a mentira da esquerda! Seguimos, firmes e fortes, junto com nosso presidente Bolsonaro!Deus, Patria e Familia! Fazer o que tem que ser feito ... Ver mais
";1
1250;"SE ISSO NAO E CENSURA... O QUE E, ENTAO?""Luciano Hang tem redes sociais suspensas: 'Tentam me calar'.Tenho certeza de que este era o objetivo de toda esta narrativa armada contra mim: tentar me calar. Mas sigo tranquilo, pois tenho a consciencia limpa e milhoes de brasileiros ao meu lado. Desde que me tornei ativista politico, luto pela liberdade do cidadao e por um Brasil melhor, mais prospero e justo', diz a nota do empresario"".... Ver mais
";1
1252;"Quatro anos sao mais do que suficientes para resolver as questoes prioritarias da Saude.Durante meu mandato como governador, tivemos o maior numero de hospitais construidos na historia de Santa Catarina. Relembre quais foram feitos por nos:... Ver mais
";1
1257;"Das varias legendas que podia usar para esta noticia creio que essas palavras do nosso presidente sao as melhores: ""Talvez se tivessemos dado o que queriam, as boas noticias nao seriam acompanhadas por um ""mas"" e sobrariam aplausos ao meu governo. Mas escolhemos investir no Brasil e nao em elogios. Por isso o desemprego cai, a economia cresce, a violencia diminui, mas a gritaria continua.""
";1
1260;"""A esperanca nasce das escolhas que voce faz na politica, bem como naquele seu sentimento de lutar e vencer"" Essa e a mensagem do Presidente Bolsonaro para todos os brasileiros, mantenham viva a esperanca de um Pais livre e prospero, no caminho do desenvolvimento, dos valores e do respeito aos direitos do cidadao.Pelo bem do Brasil e com Bolsonaro Presidente!... Ver mais
";1
1264;"Nem precisaria de legenda para expressar a felicidade que senti hoje na vinda do Presidente Bolsonaro a Sao Caetano. A Energia positiva pairou sobre Sao Caetano em uma grande corrente do.bem. pessoas felizes e um sentimento de patriotismo pairou sobre todos. Momento auge na Chegada do Presidente e tambem no hino nacional. Encontrar varios amigos e poder propagar meu nome para a disputa deste pleito. Ha decadas Sao Caetano nao tem um Deputado em Brasilia representando a cidade... Ver mais
";1
1266;"E pra isso que o ex-presidiario Lula quer voltar para a presidencia? Para mais corrupcao?Parabens ao nosso presidente Jair Messias Bolsonaro por falar o que todo brasileiro queria dizer na cara do Lula.
";1
1267;"Quando o justo governa, o povo se alegra! Que orgulho tenho do meu presidente Jair Messias Bolsonaro! Voce e escolhido de Deus para governar o nosso Brasil. Estou com o capitao ate o fim
";1
1274;"E Deus restaurando a nacao atraves das maos de BOLSONARO, mostrando ao mundo o que realmente somos: uma potencia!Atualize ai a taxa de crescimento do primeiro semestre do ano e compare o resultado do Brasil com o grupo de paises mais ricos do mundo. O resultado esta no grafico: Brasil na lideranca! MAS... fique tranquilo, nossa economia vai melhorar muito mais!... Ver mais
";1
1275;"Ontem nos tivemos o imenso prazer em visitar o municipio de Maracaju! Foi muito gratificante receber o carinho da populacao, varios apoiadores que conhecem o nosso trabalho, que ja nos acompanham nas redes sociais e sabem dos nossos feitos pelo Mato Grosso do Sul.Seguimos firmes na missao de mais uma vez visitar os municipios do nosso MS e ter a certeza que nosso papel foi feito com excelencia. ... Ver mais
";1
1282;"EU DECIDI FICAR AO LADO DOS QUE QUEREM O MELHOR PARA O BRASIL! Bom receber voces aqui em nossa cidade e Vamos lutar por um Estado de Sao Paulo melhor e para que nosso pais nao caia em maos erradas de novo.... Ver mais
";1
1292;"No dia de hoje, em entrevista ao programa ""Panico"" da Jovem Pan, o presidente Jair Messias Bolsonaro comentou mais uma vez sobre o o Colegio da Policia Militar do Amazonas, escola militarizada da PM ( a qual eu pertenco ), e falou sobre a hierarquia, disciplina e de como realmente esse sistema funciona. Lembrando que sempre defendi a pauta das escolas-civico militar, pois como aluno de escola militarizada, sei que realmente esse sistema transforma vidas de milhares de alu... Ver mais
";1
1295;"Vamos mostrar a nossa forca! O time dos Capitaes do Brasil e do Mato Grosso do Sul esta crescendo mais a cada dia e ficara ainda mais forte com voce! Entre em contato e faca parte do nosso time!... Ver mais
";1
1300;"""Portanto o senhor nao deve nada a justica"", disse William Bonner, o ativista de esquerda, duble de jornalista.O que se viu ontem foi um deboche, um desrespeito ao povo brasileiro.Um jornalismo totalmente parcial, sem qualquer comprometimento com fatos e verdades. Focado apenas em ganhar novamente a verba milionaria que os governos petistas davam e que Bolsonaro cortou.... Ver mais
";1
1301;"ADESIVACO ANIVERSARIO DE CAMPO GRANDE! Venha retirar o seu adesivo dos capitaes na rua Padre Joao Crippa com a Av. Afonso Pena.Aos apoiadores que estao em outros municipios podem falar com o time do Capitao para pegar seu adesivo! Mande mensagem aqui nas redes sociais ou pelo whatsapp () -. ... Ver mais
";1
1304;"Dia Memoravel onde pude acompanhar nosso Presidente Bolsonaro, Tarcisio de Freitas nosso futuro Governador, Marcos Pontes no Senado e minha grande inspiracao na politica meu mentor Guilherme Afif Dominguos que e coordenador do plano de governo do Estado de Sao Paulo. Meu time que escolhi para enfrentarmos juntos os desafios e da ruptura da velha politica. E nossa responsabilidade escolher o melhor para que possamos deixar um Pais melhor para as geracoes futuras. ... Ver mais
";1
1306;"Visitando Blumenau, estive juntamente de Dalirio Beber na Associacao de Municipios do Vale Europeu. Depois de conversar com o prefeito, a vice e os demais candidatos que estavam presentes, esse grande homem Edson Luis Frances, pediu licenca para falar E e por historias como essa, que quero voltar a ser governador de Santa Catarina! ... Ver mais
";1
